CustomerId,FirstName,LastName,DateOfBirth,Email,Phone,Address,Postcode,JoinDate
a413c29f-98d5-4356-9c79-48455d6b2aea,Todd,Colon,2003-03-07,todd.colon@hotmail.com,+44 5441 3861098,"Laughton House, Tulse Hill, Streatham Hill, London Borough of Lambeth, London, Greater London, England, SW2 2EP, United Kingdom",M1 8NY,2023-06-21 17:52:19
62c075f4-75de-42bc-949b-5a4eb73c729b,Leonardo,Quinn,1927-12-15,leonardo.quinn@gmail.com,+44 0482 6928140,"86, West Hill, Southfields, London Borough of Wandsworth, London, Greater London, England, SW15 2UJ, United Kingdom",M21 4GY,2020-10-22 00:42:54
b8f820ab-077e-402a-bb08-baeb16b10212,Darren,Devaux,1924-02-19,darren.devaux@yahoo.com,+44 9702 4351933,"Forsyth Gardens, Browning Estate, Elephant and Castle, London Borough of Southwark, London, Greater London, England, SE17 3NE, United Kingdom",S95 1UJ,2020-11-14 11:49:35
8893fbe5-2f30-4fc4-b732-8740c434b5e6,Ryan,Johnson,1968-09-26,ryan.johnson@gmail.com,+44 3893 5297595,"Culpeper Court, Walnut Tree Walk, Kennington Cross, Lambeth, London Borough of Lambeth, London, Greater London, England, SE11 6DP, United Kingdom",OX0Y 7JS,2020-04-17 21:15:45
0175cf3c-ab47-4c74-911f-b61fce95806a,Mehul,Zachariah,2004-05-13,mehul.zachariah@ifrance.com,+44 4443 0424293,"Hermitage Gardens, Upper Norwood, London Borough of Croydon, London, Greater London, England, SE19 3QP, United Kingdom",PA2 2SR,2023-05-29 10:43:59
0e91dba4-0af8-4793-a493-71c819834ce4,Karl,Dhar,1950-08-15,karl.dhar@hotmail.com,+44 5436 7086809,"363, Cannon Hill Lane, Lower Morden, London Borough of Merton, London, Greater London, England, SW20 9HQ, United Kingdom",PH6N 5YY,2023-10-02 10:16:47
ddb204eb-087e-4ab3-9741-415aed8e1942,Indrajit,Marini,1986-11-08,indrajit.marini@yahoo.fr,+44 0972 9668178,"Staples Corner, Hendon Central, London Borough of Barnet, London, Greater London, England, NW2 1LX, United Kingdom",L1 2WB,2022-05-11 12:30:48
fee87eb7-b9d2-44c8-ad95-29d657772b6f,Shane,François,1990-05-07,shane.françois@hotmail.com,+44 5390 3677313,"141, Holland Road, Notting Hill, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AS, United Kingdom",UB8N 8AJ,2022-10-27 00:10:18
806d2df8-e0ee-4165-8b44-26293f5ccc1f,Philip,Ramazzotti,1939-05-11,philip.ramazzotti@laposte.net,+44 5466 9618692,"Painters' Hall, Huggin Court, Vintry, City of London, Greater London, England, EC4V 2AD, United Kingdom",KT2 1NN,2021-04-25 03:55:21
29beba92-8f7e-41f2-bd1c-318943714c53,Michelle,Piccio,1979-11-06,michelle.piccio@outlook.com,+44 8736 8043153,"17, Kendal Close, Myatt's Fields, Oval, London Borough of Lambeth, London, Greater London, England, SW9 6EY, United Kingdom",HP5 1ND,2015-08-07 12:58:33
c09c969f-f582-45b6-9ea6-0ab180f2c613,Emma,Wali,1914-12-01,emma.wali@sfr.fr,+44 9635 1983707,"Ryecroft Street, Wandon Estate, Parson's Green, London Borough of Hammersmith and Fulham, London, Greater London, England, SW6 3TP, United Kingdom",CM4W 3GY,2017-01-16 17:25:08
306ec061-55e7-4b7b-ba91-485502b3ed03,Samar,Sanguineti,1963-05-06,samar.sanguineti@yahoo.fr,+44 1597 1918718,"1, Old Royal Free Place, Angel, Barnsbury, London Borough of Islington, London, Greater London, England, N1 0YJ, United Kingdom",WR46 8NN,2020-03-05 09:39:43
fde5ca85-2b20-43f3-92e5-023e6e687790,Tracey,Davies,1979-06-06,tracey.davies@yahoo.com,+44 9917 3139139,"63, Walton Street, Hans Town, Chelsea, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW3 2HT, United Kingdom",E9S 0EJ,2018-05-27 03:12:26
ae15673b-ba29-4a1d-9ac5-5d23389ad407,Kimberly,Wright,2004-10-03,kimberly.wright@hotmail.co.uk,+44 6095 3768401,"The Coaling Jetty, Circus Road West, Nine Elms, London Borough of Wandsworth, London, Greater London, England, SW11 8EY, United Kingdom",HP2W 1FB,2023-06-03 08:52:00
27335eb7-f962-49c3-bed8-e4ead3826e5e,Vaibhav,Calderon,1920-10-29,vaibhav.calderon@gmail.com,+44 1503 8515491,"Belgrave Walk, Mitcham, London Borough of Merton, London, Greater London, England, CR4 3QB, United Kingdom",WF9E 8BS,2022-12-27 18:54:50
8e8bf28b-562c-40b0-9889-a5bf64be95f5,Uberto,Franklin,2003-09-26,uberto.franklin@orange.fr,+44 0246 3416908,"CityPoint, East Galleria, CityPoint, City of London, Greater London, England, EC2Y 9AW, United Kingdom",EH3 0JT,2023-01-07 19:40:16
7aed5bd9-86c9-4d75-ba05-54d41303d372,Dominique,Aurora,1940-09-26,dominique.aurora@gmail.com,+44 9644 6425036,"Mosslea Road, Penge, London Borough of Bromley, London, Greater London, England, SE20 7BP, United Kingdom",ZE77 7WS,2016-08-18 13:50:23
7cea3ae8-3eae-41e6-9fa9-d9c8b80d4332,Teresa,Traetta,1965-07-06,teresa.traetta@yahoo.com,+44 5599 3369685,"48, Bruckner Street, Mozart Estate, Queen's Park, London, Greater London, England, W10 4EW, United Kingdom",SL1Y 9JP,2018-12-15 08:54:47
dd6f2157-99d0-4230-86d4-d3e85c356502,Ezio,Whittaker,1990-09-11,ezio.whittaker@yahoo.com,+44 4398 6542254,"Stevenage Road, Parson's Green, London Borough of Hammersmith and Fulham, London, Greater London, England, SW6 6ER, United Kingdom",ML7 2BS,2021-12-17 07:42:27
600056de-beb5-44f3-a8ba-ce486ecd94f3,Mark,Smith,1977-10-22,mark.smith@hotmail.com,+44 5277 1001530,"Wilton Road, Collier's Wood, London Borough of Merton, London, Greater London, England, SW19 2EF, United Kingdom",E96 6EW,2022-11-27 10:58:01
d36221fb-bbfa-4674-8eaf-b67644fefa03,Sarah,Sampath,1955-09-10,sarah.sampath@hotmail.com,+44 9549 1126493,"Southwark Free School, Pencraig Way, Ledbury Estate, Peckham, London Borough of Southwark, London, Greater London, England, SE15 1SH, United Kingdom",CR1X 1DQ,2017-09-06 10:26:38
200b09fc-ffe0-4fff-a56d-61c680064c09,Peter,Sbarbaro,1949-08-31,peter.sbarbaro@gmail.com,+44 3635 3139373,"Seaforth Place, Victoria, London, Greater London, England, SW1E 6QP, United Kingdom",BL3B 6JR,2023-09-13 04:41:03
b37c134b-ffbd-41f8-b0e4-2b39f12e8aa1,Neelofar,Brooks,1937-08-14,neelofar.brooks@yahoo.fr,+44 9528 3897879,"Staveley Close, Brimmington Estate, Peckham, London Borough of Southwark, London, Greater London, England, SE15 2JL, United Kingdom",M75 6BW,2018-10-22 17:31:12
e0696194-e0ab-4439-933d-b00e438eca5d,Arnav,Mills,2005-09-03,arnav.mills@gmail.com,+44 2300 5486207,"Home Park Road, Wimbledon Park, London Borough of Merton, London, Greater London, England, SW19 7HP, United Kingdom",ZE97 4DP,2023-01-06 08:15:01
fbedbe58-451e-4156-bf4a-290c5db0ddbf,Kelli,Accardo,1933-02-11,kelli.accardo@hotmail.com,+44 8256 2195272,"Vicarage Crescent, Battersea, London Borough of Wandsworth, London, Greater London, England, SW11 3LW, United Kingdom",B6 1WP,2023-07-28 17:55:55
3af36cbe-930f-48bc-b92e-c4685abab8be,Margot,Chakraborty,1986-09-17,margot.chakraborty@yahoo.com,+44 6640 3321925,"Parkhouse Street, Burgess Business Park, Camberwell, London Borough of Southwark, London, Greater London, England, SE5 7TR, United Kingdom",L0S 0EP,2023-03-27 08:22:04
227fd4e6-c13a-4b66-8042-630653fcfcac,Raymond,Carnera,1989-08-29,raymond.carnera@hotmail.co.uk,+44 8967 0637382,"55, Warwick Avenue, Westbourne Green, Maida Vale, London, Greater London, England, W9 2PR, United Kingdom",DA79 4PN,2022-01-02 10:21:12
de34b733-2ba3-4197-bf52-c6df59e1bc23,Marthe,Holden,1924-03-16,marthe.holden@yahoo.com,+44 1632 6731707,"Elvin House, Morning Lane, Homerton, London Borough of Hackney, London, Greater London, England, E9 6LE, United Kingdom",E59 4LX,2020-02-08 12:17:47
f4067b6a-2c5e-47b7-8c29-973092adbd94,Raymond,Lemaître,1982-08-19,raymond.lemaître@hotmail.com,+44 9506 1127448,"Cambridge Heath Road, Whitechapel, London Borough of Tower Hamlets, London, Greater London, England, E1 5QH, United Kingdom",CO68 1RA,2022-05-28 01:12:46
a8738a9c-311f-4e46-b8e2-12a610f9a34d,Jessica,Coulon,1975-09-16,jessica.coulon@gmail.com,+44 1762 8690059,"Temple Lodge Club, 51, Queen Caroline Street, Brook Green, London Borough of Hammersmith and Fulham, London, Greater London, England, W6 9QL, United Kingdom",LE99 7QX,2020-12-31 09:17:27
3f14e62c-9ed0-4b95-89f6-fe9315c09dec,Lakshit,Sane,1936-11-06,lakshit.sane@hotmail.com,+44 3661 7403465,"Norwood Road, Herne Hill, London Borough of Lambeth, London, Greater London, England, SE24 9AE, United Kingdom",N4J 7HB,2023-07-18 04:50:58
06c711da-a51a-426c-9947-fd16a737d2b4,Mattia,Benitez,2001-10-26,mattia.benitez@yahoo.co.uk,+44 9032 9670545,"Manor Road, Pollards Hill, London Borough of Merton, London, Greater London, England, CR4 1JH, United Kingdom",L1K 3LF,2023-04-25 00:31:39
9cf0798d-a6ed-4832-b235-7f88dbde431a,Luke,Black,1952-04-05,luke.black@outlook.com,+44 2831 8299536,"Sodexo ltd, Southampton Row, Gray's Inn, Holborn, London Borough of Camden, London, Greater London, England, WC1B 5HA, United Kingdom",SL8 8FT,2022-01-28 04:32:00
7a90ed1b-dda2-4240-87ed-14a76d9450fb,Timothy,Lee,1974-07-27,timothy.lee@gmail.com,+44 2721 3868870,"West Heath Road, Childs Hill, Golders Green, London Borough of Barnet, London, Greater London, England, NW3 7TW, United Kingdom",N2 3XT,2022-08-07 03:33:37
ba5da084-ebc7-4bcb-9233-2db02fd206eb,Bernardo,Carosone,1922-09-09,bernardo.carosone@gmail.com,+44 0856 5947983,"Eastfields Avenue, Wandsworth Riverside Quarter, London Borough of Wandsworth, London, Greater London, England, SW18 1NN, United Kingdom",E85 9RN,2021-03-06 19:08:15
26a3f089-fe00-4a3e-b288-80e896eb1c34,Dawn,Basu,1993-04-12,dawn.basu@tiscali.fr,+44 9077 6624109,"The Willow Centre, Willow Lane Industrial Estate, London Borough of Merton, London, Greater London, England, CR4 4NX, United Kingdom",SR35 8AH,2023-06-06 03:47:56
42ee2144-b0e9-4bf4-87c5-316740e54d2b,Maggie,Miles,1937-03-08,maggie.miles@laposte.net,+44 5970 5762808,"Stamford Bridge, West Road, The Boltons, Earl's Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW10 9UN, United Kingdom",N7 4RR,2023-01-08 13:00:19
0c9b9977-875f-4699-adb9-24e1869f3474,Kanav,Davies,1938-01-19,kanav.davies@gmail.com,+44 6277 5025150,"The Bridge, 334, Queenstown Road, London Borough of Wandsworth, London, Greater London, England, SW11 4BY, United Kingdom",G1U 8PN,2021-03-26 21:03:35
632edf82-f70e-4538-ad9a-955563442cf8,Hiran,Russell,1954-12-14,hiran.russell@hotmail.com,+44 1965 5858956,"Kayani Avenue, Brownswood Park, Stoke Newington, London Borough of Hackney, London, Greater London, England, N4 2EQ, United Kingdom",W4A 5LD,2021-04-02 10:27:59
7eb0ef82-1aac-4dae-aa02-1c977b9d0ceb,Dante,Lettiere,1955-10-09,dante.lettiere@fastwebnet.it,+44 2353 6060028,"Prince Regent Court, 8, Avenue Road, Primrose Hill, Belsize Park, London Borough of Camden, London, Greater London, England, NW8 7RB, United Kingdom",KY0 1JP,2019-07-01 18:58:47
578b8516-d4a3-4c1e-84be-6e0b9baa2744,Lawrence,Gala,1915-02-14,lawrence.gala@hotmail.co.uk,+44 1648 5292770,"Manor Road, Pollards Hill, London Borough of Merton, London, Greater London, England, CR4 1JH, United Kingdom",MK9 2BD,2017-03-26 17:56:17
6356df5d-7cfe-4d29-9411-0da700992754,Tyler,Turnbull,1967-10-27,tyler.turnbull@fastwebnet.it,+44 1835 6987213,"35, Gibson Square, Angel, Highbury, London Borough of Islington, London, Greater London, England, N1 0RY, United Kingdom",PA7 3AZ,2021-09-12 14:09:37
ead6f25b-2a55-4934-ac71-011d4dea635e,Frédéric,Mazzacurati,1979-05-22,frédéric.mazzacurati@libero.it,+44 6693 9651595,"Florence Road, Elmers End, London Borough of Bromley, London, Greater London, England, BR3 4QX, United Kingdom",S56 3RT,2022-10-22 22:36:57
d2cc5e63-ecc4-4844-a44b-120a5eca4cf6,Lynda,Bradshaw,1959-11-05,lynda.bradshaw@noos.fr,+44 6007 2556292,"Lockton Street, Silchester Estate West, North Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W10 6EW, United Kingdom",TS1E 7PX,2022-05-05 17:49:29
ae1863af-8b4f-41be-be57-b390b7d56128,Mary,Letta,1977-09-05,mary.letta@free.fr,+44 4982 9230369,"16, Ashbury Road, Clapham Junction, London Borough of Wandsworth, London, Greater London, England, SW11 5UL, United Kingdom",B5U 3FT,2022-06-21 21:08:31
634c353a-060e-4f77-b857-12818797e825,Robert,Foster,2004-12-19,robert.foster@yahoo.com,+44 5487 4706059,"One Throgmorton Avenue, 1, Throgmorton Avenue, Cornhill, City of London, Greater London, England, EC2N 2BY, United Kingdom",B2 4SH,2023-10-04 19:19:36
cd24cb51-3927-4c8f-b0df-fcd5bef11f35,Gaspare,Guillon,1972-08-04,gaspare.guillon@ifrance.com,+44 9372 9457919,"Hill Road, Lonesome, Mitcham, London Borough of Merton, London, Greater London, England, CR4 2HR, United Kingdom",RG9 0SW,2014-08-16 01:37:26
e49be061-c8b1-4b73-9583-a0931acece7f,Thierry,Riou,1963-11-06,thierry.riou@gmail.com,+44 6294 9422033,"Shepherd's Bush Market, Uxbridge Road, Brook Green, London Borough of Hammersmith and Fulham, London, Greater London, England, W12 8LL, United Kingdom",L7 5PZ,2018-12-24 18:00:31
48ef956b-ec0b-4503-b027-87d811b8f6dc,Lynne,Beasley,1920-06-30,lynne.beasley@hotmail.com,+44 4765 7434890,"44, Princess Road, Queen's Park, London Borough of Brent, London, Greater London, England, NW6 5AL, United Kingdom",CB0 2RT,2023-02-27 02:16:49
d97eed34-5741-466b-bee0-02e74ca77ff5,Auguste,Maréchal,1916-10-21,auguste.maréchal@gmail.com,+44 0733 2378709,"1-39, Papworth Gardens, Lower Holloway, London Borough of Islington, London, Greater London, England, N7 8QF, United Kingdom",B4K 1JG,2023-01-16 20:05:59
eae97e5a-6925-4928-981d-be1188e5b98b,John,Wheeler,1974-06-22,john.wheeler@hotmail.com,+44 7222 8743508,"Chipstead Avenue, Thornton Heath, London Borough of Croydon, London, Greater London, England, CR7 7DG, United Kingdom",S5F 9EQ,2019-11-28 12:27:33
d4d884e3-23e3-4cd9-8e52-2e19ed617dc7,Steven,Clarke,2000-12-18,steven.clarke@ifrance.com,+44 8613 6477589,"Talfourd Place, Pelican Estate, Peckham, London Borough of Southwark, London, Greater London, England, SE15 5NW, United Kingdom",PL0R 7NT,2023-08-22 00:11:08
c8cbc2be-ceec-494f-842e-1e5e3ebb0c65,Charles,Coardi,1932-03-26,charles.coardi@gmail.com,+44 5279 2898107,"Surrey Canal Walk, Peckham, London Borough of Southwark, London, Greater London, England, SE15 6DG, United Kingdom",M0J 2FG,2018-05-01 03:05:44
9f4c2eef-0d02-46ee-8041-848fb19bbfcf,Georgina,Launay,1938-07-09,georgina.launay@hotmail.com,+44 4445 7343058,"Highgate Mental Health Centre, Dartmouth Park Hill, Archway, London Borough of Islington, London, Greater London, England, N19 5NX, United Kingdom",N2 0ZZ,2021-03-05 04:43:42
aefcc671-3aea-49cd-81da-057914b23b64,Badal,Canali,1978-02-19,badal.canali@wanadoo.fr,+44 4682 5466476,"Knollys Road, West Norwood, London Borough of Lambeth, London, Greater London, England, SW16 2JN, United Kingdom",FY0 1XJ,2020-06-21 13:49:45
40736228-612e-49ea-abf1-636cfabc4da7,Elena,Burton,1943-06-07,elena.burton@dbmail.com,+44 4867 5539962,"York Hill, West Norwood, London Borough of Lambeth, London, Greater London, England, SE27 0BP, United Kingdom",WN62 3UP,2022-07-11 16:36:46
063db69c-a458-4676-a612-064b56c1b67f,Jacqueline,Lewis,1921-07-22,jacqueline.lewis@yahoo.com,+44 9745 2515719,"Stockwell Park Road, Stockwell Park, Stockwell, London Borough of Lambeth, London, Greater London, England, SW9 0DB, United Kingdom",TS5 7NT,2023-10-01 01:54:35
396d94ab-1b5b-49b6-80f8-15c164083c1b,Élodie,Saran,1950-04-06,élodie.saran@gmail.com,+44 6350 4353545,"Oldacres, 62, Hatton Garden, Holborn, London Borough of Camden, London, Greater London, England, EC1N 8JG, United Kingdom",LS01 7WT,2022-12-19 08:30:53
ed8eef47-50b6-4438-9265-cc45479209a4,Erin,Whitehead,1982-10-08,erin.whitehead@gmail.com,+44 2516 1300689,"Birkbeck Road, Penge, London Borough of Bromley, London, Greater London, England, BR3 4SW, United Kingdom",RH97 0NL,2023-02-22 10:53:02
41f3aa74-b5ee-4503-8670-23835ec36881,Krish,Gray,1917-09-14,krish.gray@hotmail.com,+44 8686 1218140,"Clapham Common North Side, Clapham Junction, London Borough of Wandsworth, London, Greater London, England, SW4 9SG, United Kingdom",W1H 2ND,2022-10-20 01:02:06
43db7ce7-c1fd-4bba-af49-e8279377ece9,Jennifer,Ortega,1927-11-23,jennifer.ortega@libero.it,+44 7311 5493113,"Blue Fin Building, 110, Southwark Street, Bankside, The Borough, London Borough of Southwark, London, Greater London, England, SE1 0HX, United Kingdom",TD82 6XG,2020-09-25 07:21:04
6317d404-be66-40fd-956a-9c07258fd6b7,Bernard,Cohen,1945-06-28,bernard.cohen@yahoo.com,+44 0552 5196621,"Memorial Ride, Wimbledon Village, London Borough of Merton, London, Greater London, England, SW19 5NA, United Kingdom",S10 3GR,2021-02-01 04:06:48
74881e64-da8c-4c30-b14d-d7b4a9006224,Briana,Austin,1943-04-30,briana.austin@yahoo.co.uk,+44 8884 6418038,"Streatham Common Nature Reserve, Streatham Common North, West Norwood, London Borough of Lambeth, London, Greater London, England, SW16 3RG, United Kingdom",KT4Y 4SD,2023-02-01 00:30:46
